bedrooms,bathrooms,square_feet,home_value,year,taxes,fips_number
3.0,3.0,2159,1401879.0,1945,16853.58,6037
3.0,3.0,1908,683933.0,1931,8308.64,6037
3.0,3.0,1977,584101.0,1928,7178.18,6037
5.0,5.0,4095,1387722.0,1999,16879.36,6037
3.0,2.0,1274,443843.0,1932,5445.69,6037
3.0,2.0,1947,552520.0,1929,6748.32,6037
5.0,3.0,2358,165429.0,1935,2161.55,6037
3.0,4.0,2840,1428434.0,1959,17225.75,6037
3.0,2.0,1836,1244947.0,1939,15102.91,6037
4.0,5.0,3019,1506674.0,1973,18179.45,6037
2.0,3.0,2128,1500000.0,1948,18160.61,6037
5.0,3.0,2982,371052.0,1947,4601.38,6037
2.0,2.0,1721,1995470.0,1925,23147.21,6037
2.0,1.0,1432,95838.0,1926,1257.69,6037
5.0,4.0,2614,1726940.0,1929,20150.27,6037
2.0,1.0,1136,342226.0,1925,4262.19,6037
5.0,3.0,2849,1044289.0,1925,12258.86,6037
4.0,4.0,2463,2019399.0,1932,23455.6,6037
3.0,2.0,1912,1091003.0,1926,12762.94,6037
3.0,4.0,2994,664038.0,1939,7828.95,6037
4.0,2.0,2454,1020802.0,1923,11975.15,6037
2.0,2.0,1261,1114089.0,1936,13676.12,6037
4.0,4.0,3069,1999601.0,1929,23281.38,6037
6.0,4.0,4417,3838633.0,1929,44720.5,6037
4.0,3.0,4053,1420850.0,1930,16617.81,6037
4.0,5.0,3686,2342034.0,1998,27251.12,6037
6.0,5.0,4429,4986888.0,1937,58029.74,6037
6.0,7.0,6777,5521092.0,1941,64303.0,6037
5.0,6.0,5244,5086625.0,1983,59210.17,6037
5.0,7.0,5896,6380097.0,1984,74217.17,6037
6.0,5.0,4919,2394214.0,1951,28027.02,6037
7.0,7.0,8251,652367.0,1969,7912.05,6037
4.0,4.0,3565,579903.0,1965,7212.75,6037
4.0,3.0,3537,1019715.0,1979,12548.99,6037
7.0,9.0,10685,2924542.0,1998,35622.4,6037
3.0,2.0,2211,1043001.0,1931,12790.21,6037
3.0,3.0,3088,902136.0,1939,11274.78,6037
3.0,2.0,1630,1258173.0,1937,15235.82,6037
4.0,4.0,3890,1962922.0,1960,23881.67,6037
3.0,3.0,2847,1505967.0,1957,18266.54,6037
6.0,6.0,5360,2594333.0,1929,31287.93,6037
6.0,6.0,4771,4659904.0,1937,55929.15,6037
5.0,7.0,4095,864649.0,1930,10650.84,6037
3.0,3.0,2633,827584.0,1949,10112.5,6037
5.0,5.0,5065,2615080.0,1941,31666.45,6037
6.0,7.0,7605,7878034.0,1961,94617.8,6037
3.0,3.0,2297,1116530.0,1951,13590.28,6037
3.0,3.0,2259,1104212.0,1950,13519.62,6037
5.0,5.0,5821,2207017.0,1966,26774.76,6037
3.0,3.0,2428,167923.0,1960,2317.76,6037
5.0,5.0,4159,912826.0,1980,11189.25,6037
2.0,2.0,1472,559884.0,1913,6919.51,6037
6.0,6.0,5076,3296225.0,1976,39797.05,6037
3.0,2.0,1180,1269843.0,1954,15330.67,6037
3.0,3.0,1829,929828.0,1981,11242.04,6037
3.0,4.0,3400,1621085.0,1980,19604.2,6037
5.0,5.0,2818,2158487.0,1966,26065.4,6037
5.0,5.0,4214,2594166.0,1972,31322.6,6037
4.0,6.0,5182,2886017.0,1972,33753.89,6037
3.0,4.0,3506,415710.0,1929,5126.05,6037
3.0,3.0,1794,942583.0,1924,11299.58,6037
2.0,2.0,2578,238830.0,1955,3001.22,6037
5.0,6.0,4904,4619629.0,2002,55348.9,6037
4.0,8.0,7605,6244121.0,1991,75065.06,6037
3.0,3.0,3188,1302892.0,1936,15717.64,6037
4.0,5.0,4385,2715013.0,1947,32599.19,6037
3.0,4.0,3937,3463221.0,1984,41639.99,6037
5.0,5.0,4117,4500000.0,1927,53917.32,6037
4.0,5.0,3986,538127.0,1952,6660.17,6037
3.0,3.0,2325,153011.0,1953,2028.46,6037
3.0,4.0,3228,1737316.0,1921,20820.32,6037
4.0,3.0,2137,942147.0,1950,11334.37,6037
4.0,4.0,3088,1241032.0,1950,15058.24,6037
4.0,4.0,3143,1610130.0,2004,19322.17,6037
3.0,4.0,2295,729309.0,1979,8801.34,6037
4.0,4.0,3480,2626072.0,2007,31526.23,6037
3.0,2.0,1178,422464.0,1949,5077.27,6037
4.0,3.0,2133,147615.0,1949,1896.3,6037
3.0,3.0,2942,365757.0,1960,4539.91,6037
4.0,4.0,2647,186141.0,1957,2466.4,6037
4.0,3.0,2597,1059516.0,1957,12872.88,6037
6.0,6.0,3152,973957.0,1959,11932.21,6037
3.0,2.0,1819,1154011.0,1953,12446.93,6037
3.0,3.0,3508,291375.0,1975,3656.2,6037
3.0,3.0,2562,911722.0,1950,11016.72,6037
3.0,3.0,2186,823852.0,1956,9933.66,6037
5.0,7.0,8073,4184251.0,2003,50454.66,6037
3.0,2.0,1985,155286.0,1953,2016.01,6037
4.0,3.0,3472,292191.0,1973,3846.1,6037
4.0,3.0,2497,3313710.0,1960,39636.73,6037
4.0,6.0,4336,1873415.0,1994,22684.05,6037
3.0,2.0,1690,470018.0,1938,5808.33,6037
4.0,5.0,4764,5420666.0,1956,87977.27,6037
4.0,3.0,2488,2019449.0,1958,24346.21,6037
4.0,4.0,4894,3501499.0,1992,42027.43,6037
5.0,6.0,4877,5177672.0,1946,62072.87,6037
5.0,7.0,6345,1686450.0,1991,20494.98,6037
3.0,3.0,2332,1893954.0,1957,22829.12,6037
3.0,4.0,2596,757777.0,1953,9297.46,6037
5.0,5.0,4159,657090.0,1937,8333.85,6037
4.0,3.0,2659,1607161.0,1977,19496.7,6037
6.0,4.0,4502,2191047.0,1996,26541.43,6037
3.0,2.0,1760,139545.0,1971,2526.72,6037
1.0,3.0,1881,1200182.0,1963,14229.2,6037
4.0,3.0,2564,1761012.0,1964,20860.96,6037
4.0,3.0,2564,198492.0,1964,2707.08,6037
2.0,3.0,1624,1805000.0,1961,21695.66,6037
1.0,1.0,860,418262.0,1926,5136.76,6037
2.0,1.0,1691,848823.0,1956,10106.38,6037
2.0,1.0,1123,676151.0,1972,8084.02,6037
1.0,1.0,632,659912.0,1925,7976.05,6037
4.0,3.0,1743,935170.0,1959,11198.29,6037
3.0,2.0,2003,539177.0,1976,6599.46,6037
2.0,2.0,1198,230265.0,1958,4098.88,6037
3.0,2.0,1406,1892956.0,1945,22206.48,6037
3.0,3.0,2413,1052804.0,1970,13506.91,6037
3.0,3.0,1929,1316820.0,1948,15250.83,6037
3.0,4.0,3677,694744.0,2002,9168.48,6037
4.0,7.0,5289,12698505.0,2001,144681.23,6037
4.0,3.0,2943,276866.0,1962,3448.45,6037
3.0,3.0,2488,832748.0,1985,10134.81,6037
3.0,2.0,2198,1014487.0,1965,11607.24,6037
3.0,2.0,3623,1600000.0,1976,18142.52,6037
3.0,2.0,1621,844184.0,1962,9680.23,6037
3.0,4.0,2682,4505748.0,1931,51785.82,6037
2.0,3.0,1769,817103.0,1988,9833.85,6037
2.0,2.0,1322,658275.0,1988,7546.58,6037
3.0,2.0,1632,1833468.0,1976,21505.48,6037
3.0,1.0,1063,166883.0,1949,2041.0,6037
5.0,2.0,2154,2903089.0,1956,33570.9,6037
3.0,2.0,1647,138097.0,1964,3901.71,6037
3.0,3.0,2298,1139163.0,1970,15658.24,6037
3.0,3.0,3373,1458860.0,1990,17242.34,6037
3.0,3.0,3069,820497.0,1971,10194.72,6037
5.0,4.0,3383,2400000.0,1955,28927.86,6037
4.0,4.0,3143,1251546.0,1949,15334.89,6037
4.0,4.0,2502,2412591.0,1962,29077.37,6037
5.0,4.0,3064,979046.0,1968,12051.12,6037
4.0,3.0,2851,883998.0,1969,10796.56,6037
3.0,3.0,2730,4530000.0,1959,54372.11,6037
9.0,10.0,8232,5643286.0,1987,67811.28,6037
3.0,2.0,1336,396043.0,1951,4884.51,6037
4.0,5.0,4963,6700650.0,1951,80382.83,6037
2.0,1.0,1260,206899.0,1911,2638.53,6037
3.0,1.0,1354,192310.0,1919,2536.8,6037
2.0,1.0,1089,159840.0,1923,2050.37,6037
2.0,1.0,1049,38054.0,1941,532.76,6037
2.0,1.0,918,159096.0,1922,2056.97,6037
3.0,1.0,1066,157010.0,1921,1919.3,6037
2.0,1.0,846,159735.0,1910,2054.3,6037
2.0,1.0,1317,286061.0,1913,3504.19,6037
3.0,1.0,1629,202013.0,1913,2607.2,6037
3.0,2.0,1208,310597.0,1913,3872.24,6037
2.0,1.0,1195,46751.0,1924,1115.39,6037
2.0,2.0,1512,88006.0,1937,1611.49,6037
5.0,5.0,5706,944452.0,1996,11958.55,6037
2.0,2.0,1574,68919.0,1939,1390.16,6037
5.0,3.0,2606,392152.0,1939,5215.41,6037
2.0,2.0,1414,111200.0,1939,1881.12,6037
2.0,1.0,1391,1025000.0,1941,12608.68,6037
3.0,4.0,2804,453523.0,1957,5973.0,6037
3.0,3.0,2435,904000.0,1961,11303.01,6037
3.0,3.0,2737,496415.0,1956,6553.36,6037
2.0,2.0,1510,194678.0,1942,2859.99,6037
4.0,4.0,2880,113858.0,1931,1974.39,6037
4.0,3.0,2497,743000.0,1941,9401.11,6037
3.0,2.0,1860,650315.0,1937,8296.51,6037
3.0,3.0,2872,586018.0,1937,7506.59,6037
6.0,4.0,3625,578260.0,1926,7448.0,6037
2.0,2.0,1526,425254.0,1949,11058.45,6037
2.0,1.0,1220,604073.0,1925,7647.02,6037
4.0,2.0,2699,352715.0,1932,4768.1,6037
2.0,1.0,1147,33084.0,1921,562.13,6037
2.0,1.0,1220,388562.0,1913,4807.61,6037
2.0,1.0,1379,374626.0,1912,4640.86,6037
2.0,1.0,1286,78366.0,1921,1044.6,6037
3.0,1.0,1822,40542.0,1912,627.91,6037
3.0,2.0,1234,362332.0,1909,9060.11,6037
5.0,2.0,2298,360555.0,1911,4546.06,6037
3.0,1.0,1472,320000.0,1920,4014.49,6037
3.0,1.0,1440,33077.0,1912,498.11,6037
3.0,2.0,1970,396607.0,1909,4957.45,6037
3.0,2.0,1504,186632.0,1907,286.69,6037
4.0,2.0,1702,165317.0,1910,2098.56,6037
3.0,1.0,1260,237364.0,1903,3010.89,6037
3.0,1.0,1324,167837.0,1910,2170.4,6037
2.0,1.0,1244,34738.0,1922,512.59,6037
3.0,1.0,1785,36604.0,1909,567.14,6037
5.0,3.0,1962,222273.0,1919,2860.01,6037
2.0,1.0,1113,202266.0,1919,2591.18,6037
4.0,2.0,1734,253543.0,1914,3140.63,6037
3.0,1.0,1728,36805.0,1914,557.18,6037
3.0,2.0,2768,195951.0,1917,2581.49,6037
3.0,2.0,1488,188844.0,1923,2354.72,6037
2.0,1.0,1162,188075.0,1914,2331.73,6037
3.0,1.0,1434,173961.0,1921,2194.25,6037
3.0,1.0,1255,172773.0,1924,2231.95,6037
3.0,1.0,1047,359530.0,1922,4363.44,6037
4.0,3.0,2602,131882.0,1940,2177.68,6037
3.0,2.0,1494,315464.0,1930,3847.71,6037
1.0,1.0,745,43609.0,1942,663.47,6037
1.0,1.0,961,107598.0,1942,1660.96,6037
3.0,2.0,1638,429718.0,1952,5353.1,6037
3.0,3.0,3523,255721.0,1979,3280.19,6037
3.0,3.0,3500,646760.0,1987,7961.06,6037
3.0,3.0,2238,105161.0,1956,1438.01,6037
3.0,1.0,1202,213409.0,1947,2687.02,6037
2.0,2.0,1670,84660.0,1954,1193.13,6037
3.0,2.0,1448,73460.0,1941,987.71,6037
2.0,1.0,1216,254567.0,1940,3136.39,6037
2.0,1.0,1205,203655.0,1941,2612.11,6037
2.0,2.0,1858,652232.0,1939,7986.61,6037
3.0,2.0,1723,541128.0,1941,6593.98,6037
3.0,2.0,1602,82849.0,1937,1107.9,6037
4.0,2.0,2386,86523.0,1937,1184.05,6037
2.0,2.0,1540,218966.0,1937,2733.49,6037
4.0,2.0,1401,83701.0,1923,1090.65,6037
2.0,1.0,1235,280861.0,1911,3518.98,6037
3.0,1.0,1429,246895.0,1919,3059.2,6037
2.0,1.0,1500,187273.0,1909,2437.31,6037
2.0,1.0,1040,141684.0,1916,1850.52,6037
2.0,1.0,1333,150959.0,1909,1997.41,6037
2.0,1.0,770,362161.0,1908,4425.6,6037
2.0,1.0,1125,428275.0,1911,5305.88,6037
2.0,1.0,900,321833.0,1923,2152.12,6037
3.0,1.0,1243,28739.0,1923,413.05,6037
2.0,1.0,653,165344.0,1924,2005.03,6037
2.0,1.0,1590,218013.0,1911,2882.18,6037
3.0,2.0,1068,264219.0,1924,3229.78,6037
2.0,1.0,1076,387386.0,1926,4673.36,6037
3.0,2.0,1066,217374.0,1950,2749.82,6037
2.0,1.0,1635,552898.0,1910,6698.31,6037
2.0,1.0,768,178088.0,1924,2238.3,6037
2.0,1.0,912,284460.0,1923,3462.65,6037
2.0,1.0,1404,375134.0,1911,4663.6,6037
4.0,2.0,1592,516710.0,1944,6277.95,6037
4.0,2.0,1455,61088.0,1945,847.78,6037
3.0,1.0,1416,407927.0,1941,5072.58,6037
2.0,2.0,1194,530000.0,1950,6506.65,6037
2.0,2.0,1972,243542.0,1948,3048.93,6037
2.0,1.0,936,222815.0,1942,2824.17,6037
3.0,2.0,1582,84303.0,1948,1117.28,6037
4.0,3.0,2824,392381.0,1939,4822.92,6037
2.0,1.0,1283,42886.0,1926,644.89,6037
2.0,1.0,1392,482243.0,1925,5866.12,6037
4.0,2.0,1988,294402.0,1895,3632.05,6037
2.0,1.0,1220,114596.0,1911,1449.78,6037
4.0,2.0,2142,91677.0,1941,1332.08,6037
4.0,2.0,2232,670000.0,1905,8228.97,6037
2.0,1.0,905,206141.0,1905,2515.73,6037
2.0,1.0,960,208044.0,1912,2585.78,6037
2.0,1.0,915,176245.0,1923,2164.59,6037
2.0,1.0,1136,267189.0,1925,3349.79,6037
3.0,2.0,1294,386334.0,1998,4724.22,6037
2.0,1.0,1425,378787.0,1923,4639.78,6037
4.0,1.0,2220,303812.0,1911,3849.49,6037
2.0,1.0,1597,62286.0,1924,881.02,6037
2.0,1.0,1566,199713.0,1910,2511.46,6037
3.0,1.0,1953,277877.0,1910,3542.9,6037
3.0,1.0,1388,59313.0,1922,813.82,6037
2.0,1.0,898,203091.0,1923,2489.08,6037
3.0,1.0,1559,541961.0,1925,6579.77,6037
3.0,1.0,1184,34333.0,1922,588.65,6037
2.0,1.0,762,29146.0,1925,501.99,6037
2.0,2.0,1129,39712.0,1938,702.31,6037
3.0,2.0,1188,530850.0,1947,6386.46,6037
2.0,1.0,772,302394.0,1940,3763.1,6037
2.0,2.0,1596,62084.0,1941,865.44,6037
3.0,2.0,1722,62709.0,1932,878.67,6037
3.0,2.0,1576,286147.0,1933,3507.74,6037
2.0,1.0,918,351733.0,1924,4352.0,6037
2.0,1.0,1226,196374.0,1924,2435.11,6037
3.0,1.0,1143,563463.0,1924,6890.16,6037
2.0,1.0,1401,68038.0,1926,943.96,6037
2.0,1.0,1191,259856.0,1938,3203.61,6037
3.0,1.0,1310,48829.0,1936,678.57,6037
2.0,1.0,1095,33712.0,1928,459.97,6037
2.0,1.0,686,94703.0,1921,1158.15,6037
4.0,1.0,2224,197000.0,1912,3003.39,6037
5.0,2.0,3175,751285.0,1911,9169.59,6037
3.0,1.0,2540,200964.0,1915,2558.66,6037
4.0,2.0,2383,36604.0,1905,586.95,6037
5.0,1.0,2601,44878.0,1905,696.82,6037
4.0,1.0,2840,47585.0,1905,718.23,6037
3.0,1.0,1317,492395.0,1921,6016.75,6037
5.0,2.0,3048,68290.0,1910,1015.94,6037
3.0,3.0,1441,476192.0,1913,5822.92,6037
4.0,3.0,2398,933348.0,1924,11303.58,6037
4.0,3.0,2110,400060.0,1924,4922.42,6037
2.0,1.0,1210,99484.0,1926,1219.88,6037
3.0,2.0,2431,617341.0,1926,12447.75,6037
2.0,1.0,1544,67259.0,1924,925.35,6037
3.0,2.0,1730,1269061.0,1925,15344.47,6037
2.0,1.0,1320,464898.0,1927,5747.38,6037
4.0,2.0,1731,1114089.0,1926,13403.31,6037
3.0,2.0,2230,116346.0,1934,1552.37,6037
3.0,2.0,1925,496606.0,1926,6085.36,6037
4.0,3.0,2853,121938.0,1928,1749.89,6037
3.0,2.0,1813,232000.0,1927,3946.67,6037
4.0,2.0,1920,68089.0,1928,950.51,6037
5.0,3.0,2170,910594.0,1923,11091.41,6037
3.0,3.0,2787,1056646.0,1924,12970.16,6037
4.0,6.0,5157,3511290.0,1925,42157.82,6037
3.0,1.0,1480,446041.0,1918,5518.39,6037
2.0,1.0,2536,468872.0,1909,5837.46,6037
2.0,1.0,746,65796.0,1921,930.33,6037
2.0,1.0,910,166377.0,1912,2144.14,6037
3.0,2.0,1318,309000.0,1901,3772.93,6037
3.0,2.0,2211,300253.0,1935,3812.12,6037
3.0,1.0,828,107172.0,1939,1340.98,6037
4.0,2.0,1382,168586.0,1917,2119.76,6037
4.0,2.0,1651,362000.0,1895,4500.04,6037
2.0,1.0,975,111498.0,1908,1486.38,6037
3.0,1.0,1274,212624.0,1905,2710.76,6037
4.0,1.0,1080,22726.0,1908,358.26,6037
2.0,1.0,1494,24590.0,1907,471.27,6037
2.0,1.0,960,19830.0,1899,412.44,6037
3.0,2.0,1188,171271.0,1908,2208.62,6037
4.0,2.0,1225,305000.0,1902,3806.64,6037
4.0,3.0,1646,314727.0,1903,3862.63,6037
3.0,1.0,1096,315000.0,1905,3825.91,6037
3.0,2.0,1131,176421.0,1971,2175.74,6037
2.0,1.0,927,187177.0,1905,2439.78,6037
4.0,2.0,1647,236024.0,1963,2937.38,6037
3.0,1.0,1302,232446.0,1902,2958.26,6037
3.0,1.0,2250,622800.0,1947,7668.17,6037
4.0,2.0,1826,296009.0,1907,3635.84,6037
4.0,1.0,2142,417132.0,1890,5210.63,6037
2.0,1.0,1282,186222.0,1909,2405.86,6037
2.0,2.0,1598,251275.0,1907,3243.51,6037
5.0,1.0,1440,96510.0,1905,1325.4,6037
2.0,1.0,700,16513.0,1906,310.23,6037
3.0,2.0,1125,53722.0,1885,729.27,6037
4.0,2.0,1922,381972.0,1908,4775.0,6037
3.0,1.0,1392,126175.0,1924,1619.87,6037
2.0,1.0,876,165962.0,1905,2157.46,6037
3.0,1.0,1506,293055.0,1909,3694.55,6037
3.0,2.0,1008,44160.0,1926,596.05,6037
3.0,1.0,1116,145494.0,1908,1812.04,6037
2.0,1.0,678,182183.0,1908,2210.53,6037
3.0,1.0,1281,272343.0,1906,3446.05,6037
2.0,1.0,798,253812.0,1906,3132.92,6037
2.0,1.0,896,199335.0,1925,2444.43,6037
4.0,4.0,2256,390940.0,1926,4866.17,6037
4.0,2.0,1428,68762.0,1905,944.04,6037
3.0,2.0,1248,222671.0,1960,2752.72,6037
3.0,1.0,1251,44423.0,1927,612.81,6037
3.0,1.0,1246,35568.0,1915,507.41,6037
2.0,1.0,1040,34328.0,1923,567.32,6037
2.0,1.0,616,20035.0,1926,386.2,6037
2.0,1.0,987,166847.0,1912,2484.81,6037
1.0,1.0,580,21284.0,1910,363.5,6037
2.0,1.0,984,183630.0,1923,2350.27,6037
2.0,1.0,660,160261.0,1927,2034.91,6037
2.0,1.0,971,179912.0,1926,2380.95,6037
3.0,1.0,1530,209223.0,1885,2693.79,6037
4.0,2.0,1606,113733.0,1885,1455.86,6037
3.0,1.0,1558,478054.0,1922,5906.04,6037
2.0,1.0,756,140004.0,1947,1736.13,6037
2.0,1.0,1346,205674.0,1941,2662.74,6037
5.0,3.0,2580,221375.0,1941,3019.9,6037
1.0,1.0,925,196409.0,1951,2527.07,6037
2.0,2.0,1167,270563.0,1941,3330.0,6037
3.0,1.0,1217,218376.0,1940,2780.76,6037
3.0,2.0,1126,202584.0,1940,2534.05,6037
3.0,1.0,1109,367613.0,1939,4591.81,6037
2.0,1.0,1148,147996.0,1929,1947.32,6037
2.0,1.0,1022,206900.0,1947,2632.18,6037
1.0,1.0,696,152549.0,1948,1876.56,6037
3.0,2.0,1092,177341.0,1959,2188.83,6037
2.0,1.0,923,104973.0,1929,1402.57,6037
3.0,2.0,1076,189624.0,1926,2452.35,6037
2.0,2.0,1461,60118.0,1924,813.83,6037
3.0,2.0,1188,243506.0,1941,3023.75,6037
4.0,2.0,2375,303325.0,1926,3746.54,6037
2.0,1.0,1143,212813.0,1928,2624.36,6037
3.0,2.0,966,186633.0,1949,2339.91,6037
3.0,2.0,1216,233109.0,1924,2961.78,6037
2.0,2.0,1130,39966.0,1938,555.77,6037
2.0,1.0,1185,270563.0,1929,3271.69,6037
2.0,1.0,970,372316.0,1926,4516.1,6037
4.0,2.0,1466,34954.0,1928,503.36,6037
3.0,3.0,2655,255608.0,1986,3206.66,6037
3.0,2.0,909,80397.0,1955,1025.35,6037
2.0,1.0,1032,266620.0,1954,3334.59,6037
2.0,1.0,1090,42406.0,1940,1111.13,6037
2.0,1.0,720,159033.0,1925,2382.99,6037
2.0,1.0,779,25831.0,1925,820.63,6037
4.0,2.0,1278,404036.0,1948,5297.46,6037
2.0,1.0,960,178611.0,1938,2696.03,6037
1.0,1.0,560,80816.0,1926,1457.69,6037
3.0,1.0,836,326192.0,1936,4422.66,6037
5.0,2.0,1364,383145.0,1960,5025.4,6037
2.0,1.0,1452,99420.0,1952,1809.71,6037
2.0,1.0,1077,196683.0,1952,2916.27,6037
3.0,2.0,1080,69044.0,1928,1338.26,6037
3.0,1.0,992,202844.0,1954,2901.54,6037
2.0,2.0,707,162888.0,1929,2417.76,6037
1.0,1.0,554,35779.0,1917,1016.56,6037
3.0,2.0,1016,220212.0,1959,3200.97,6037
2.0,1.0,496,141887.0,1924,2245.3,6037
2.0,1.0,985,38262.0,1959,1055.85,6037
2.0,1.0,720,186472.0,1922,2790.33,6037
2.0,2.0,1493,53120.0,1908,1179.74,6037
2.0,1.0,1200,30394.0,1909,983.24,6037
3.0,1.0,1600,172631.0,1910,2664.48,6037
3.0,2.0,1150,75711.0,1969,1505.79,6037
2.0,1.0,720,155328.0,1971,2408.46,6037
2.0,2.0,1606,322849.0,1912,4350.39,6037
4.0,1.0,1358,270815.0,1910,3722.72,6037
4.0,1.0,2816,296018.0,1924,4103.76,6037
3.0,2.0,1334,91076.0,1961,1362.87,6037
3.0,2.0,1350,408345.0,1961,5255.6,6037
4.0,3.0,1995,113656.0,1966,1797.92,6037
4.0,2.0,1820,234570.0,1914,3398.59,6037
2.0,1.0,924,49132.0,1939,808.41,6037
2.0,1.0,1095,51894.0,1939,854.42,6037
2.0,1.0,864,34539.0,1951,4122.59,6037
3.0,2.0,1115,44056.0,1946,756.37,6037
4.0,3.0,1490,321872.0,1904,4313.28,6037
2.0,1.0,986,33086.0,1923,915.87,6037
3.0,2.0,1097,246067.0,1924,3536.0,6037
2.0,1.0,1370,112428.0,1941,1883.72,6037
3.0,2.0,1436,318308.0,1946,4329.29,6037
2.0,1.0,924,254646.0,1922,3592.6,6037
2.0,1.0,896,167582.0,1924,2517.68,6037
3.0,2.0,1412,74904.0,1929,1437.53,6037
4.0,2.0,1609,183644.0,1948,2706.74,6037
2.0,3.0,1877,70411.0,1940,1395.43,6037
3.0,1.0,999,201948.0,1944,2979.07,6037
4.0,2.0,1360,54690.0,1955,1188.35,6037
4.0,1.0,1500,64149.0,1950,1010.17,6037
4.0,3.0,2363,345654.0,1960,4481.4,6037
2.0,1.0,1255,527000.0,1956,6639.82,6037
3.0,2.0,1350,93767.0,1961,1403.68,6037
4.0,2.0,1593,589000.0,1948,7474.67,6037
5.0,4.0,2157,396195.0,1940,5097.84,6037
3.0,2.0,1275,283815.0,1949,3784.86,6037
3.0,2.0,1422,86408.0,1967,1296.28,6037
2.0,1.0,1182,154397.0,1941,2199.38,6037
2.0,1.0,1252,197500.0,1926,2784.29,6037
3.0,1.0,905,293620.0,1923,3943.41,6037
2.0,2.0,1604,133133.0,1939,1909.76,6037
4.0,4.0,2242,715429.0,1929,9150.69,6037
3.0,2.0,2012,111583.0,1959,1656.63,6037
3.0,2.0,1318,369059.0,1959,4825.07,6037
5.0,3.0,2443,529612.0,1959,6856.65,6037
4.0,3.0,2006,353053.0,1924,4552.28,6037
2.0,1.0,800,45716.0,1953,870.14,6037
4.0,3.0,2401,471019.0,1978,6082.87,6037
5.0,3.0,2294,220003.0,1978,3051.12,6037
3.0,2.0,1627,76993.0,1952,1208.59,6037
3.0,1.0,1355,67466.0,1952,1121.69,6037
5.0,4.0,2284,479259.0,1953,6099.96,6037
2.0,1.0,1049,68503.0,1952,1125.51,6037
3.0,2.0,1901,208537.0,1949,3063.55,6037
3.0,1.0,1366,76499.0,1949,1237.33,6037
2.0,1.0,1092,459215.0,1955,5896.84,6037
3.0,1.0,1212,349409.0,1951,4476.78,6037
3.0,1.0,1144,390276.0,1951,5054.3,6037
4.0,3.0,2377,99572.0,1952,1529.51,6037
5.0,3.0,2391,564506.0,1954,7132.12,6037
5.0,3.0,2199,369192.0,1954,4770.93,6037
3.0,2.0,1854,355502.0,1953,4673.89,6037
4.0,3.0,2052,255724.0,1951,3439.34,6037
3.0,2.0,1405,155086.0,1953,2226.83,6037
3.0,2.0,1500,400314.0,1951,5505.23,6037
3.0,1.0,1056,72197.0,1948,1169.42,6037
3.0,1.0,1064,58768.0,1949,989.11,6037
4.0,1.0,1311,65401.0,1948,1086.1,6037
3.0,2.0,1494,84674.0,1950,1346.14,6037
2.0,1.0,1562,363968.0,1946,4935.61,6037
2.0,3.0,1581,125672.0,1952,2221.74,6037
3.0,3.0,1762,254514.0,1940,4109.96,6037
3.0,2.0,1339,63402.0,1952,1350.84,6037
3.0,1.0,1192,117051.0,1947,2085.91,6037
3.0,3.0,3061,179784.0,1954,3076.21,6037
5.0,3.0,2319,480812.0,1964,7173.89,6037
3.0,2.0,1705,335681.0,1958,5143.64,6037
3.0,2.0,1358,266890.0,1955,4266.02,6037
4.0,2.0,1832,81760.0,1962,1632.79,6037
4.0,2.0,1799,246947.0,1966,3438.91,6037
6.0,4.0,2623,291335.0,1968,3888.14,6037
4.0,2.0,1519,120693.0,1949,1812.4,6037
3.0,2.0,1674,576964.0,1949,7841.84,6037
3.0,1.0,1035,193426.0,1949,2737.84,6037
2.0,1.0,777,78018.0,1947,1320.66,6037
3.0,1.0,1098,268293.0,1949,3708.69,6037
4.0,2.0,2391,537754.0,1977,7370.44,6037
4.0,3.0,2006,374635.0,1954,5155.32,6037
3.0,2.0,1191,350140.0,1951,4777.53,6037
3.0,2.0,1376,78442.0,1960,1225.65,6037
3.0,2.0,1795,97935.0,1961,1498.83,6037
3.0,2.0,1915,110888.0,1960,1671.18,6037
3.0,3.0,1519,87401.0,1954,1789.9,6037
3.0,1.0,1108,430000.0,1947,6524.72,6037
3.0,1.0,1107,54625.0,1960,974.87,6037
3.0,2.0,1305,64774.0,1963,1071.83,6037
3.0,2.0,1070,64773.0,1961,1144.94,6037
2.0,1.0,1434,69245.0,1958,1221.5,6037
4.0,3.0,2528,432138.0,1993,5319.38,6037
5.0,3.0,2364,395835.0,1990,4894.76,6037
4.0,3.0,1628,366336.0,1968,4451.72,6037
2.0,1.0,484,25626.0,1938,638.29,6037
4.0,3.0,2427,557794.0,1995,6662.97,6037
2.0,1.0,788,173337.0,1924,2315.69,6037
2.0,1.0,735,247268.0,1926,3153.35,6037
2.0,1.0,864,61942.0,1922,1002.37,6037
2.0,1.0,857,344834.0,1951,5784.41,6037
4.0,2.0,1492,278234.0,1966,3682.67,6037
3.0,2.0,1338,450333.0,1983,5627.09,6037
3.0,3.0,1712,287288.0,1986,3561.53,6037
3.0,2.0,1310,301482.0,1970,3964.87,6037
3.0,2.0,1466,260832.0,1924,3252.99,6037
2.0,1.0,1156,63456.0,1929,1023.09,6037
2.0,1.0,1231,86547.0,1924,1363.49,6037
3.0,2.0,1207,59388.0,1951,977.84,6037
3.0,1.0,1484,307525.0,1927,3784.81,6037
